Ensemble_ID,Gene_symbol,H376.VI.50_OFC,H376.VI.51_OFC,H376.VI.52_OFC,H376.VII.51_OFC,H376.VIII.51_OFC,H376.VIII.53_OFC,H376.VIII.52_OFC,H376.VIII.54_OFC,H376.VIII.50_OFC
ENSG00000083844,ZNF264,1.72,2.46,0.99,1.79,1.73,0.78,1.37,2.07,1.91
ENSG00000083845,RPS5,209.24,300.53,551.35,209.47,216.76,183.52,350.09,129.74,141.01
ENSG00000083857,FAT1,2.44,13.56,2.64,2.12,4.42,2.08,4.99,11.09,3.87
ENSG00000083896,YTHDC1,8.39,7.09,7.31,9.57,7.5,3.87,5.74,9.88,7.99
ENSG00000083937,CHMP2B,15.7,7.26,19.86,15.6,11.41,3.84,6.78,7.04,13.12
ENSG00000084070,SMAP2,49.12,20.7,38.4,48.77,66.45,4.76,27.63,21.01,40.27
ENSG00000084072,PPIE,2.37,3.09,4,2.94,2.98,1.54,3,2.64,2.25
ENSG00000084073,ZMPSTE24,11.26,10.69,12.14,14.5,7.7,4.17,9.06,9.57,11.24
ENSG00000084090,STARD7,38.65,42.48,41.83,50.43,40.24,16.96,39.99,27.82,36.23
ENSG00000084092,NOA1,5.23,3.77,5.47,6.25,4.17,0.91,4.1,3.38,4.49
ENSG00000084093,REST,0.49,2.59,0.35,0.3,0.65,0.65,1.33,1.77,0.91
ENSG00000084110,HAL,0.08498025,0.02,0,0,0,0.03,0.08498025,0,0.07
ENSG00000084112,SSH1,1.77,2.73,1.01,1.48,3.55,0.62,2.33,1.95,2.29
ENSG00000084207,GSTP1,37.62,67,94.02,48.05,47.17,57.96,79.79,38.95,39.72
ENSG00000084234,APLP2,61.22,78.15,66.94,66.39,75.13,16.05,51.64,49.19,56.98
ENSG00000084444,FAM234B,19.04,11.31,18.57,20.34,26.58,2.44,9.94,5.7,15.84
ENSG00000084453,SLCO1A2,3.26,3.71,1.73,4.25,5.21,2.26,4.13,6.73,6.25
ENSG00000084463,WBP11,20.58,11.88,16.67,22.96,19.77,3.69,10.65,10.6,17.22
ENSG00000084623,EIF3I,41.41,40.29,61.34,49.44,48.61,20.93,51.36,27.97,41.68
ENSG00000084628,NKAIN1,1.44,6.46,12.23,7.88,7.74,1.19,0.7,2.26,0.1
ENSG00000084636,COL16A1,1.16,4.14,0.49,1.11,2.37,2.73,4.19,6,2.17
ENSG00000084652,TXLNA,3.64,9.63,4.54,3.86,8.23,3.29,7.51,7.52,5.35
ENSG00000084674,APOB,0.25,0.03,0.06,0.15,0.18,0.02,0,0.05,0.24
ENSG00000084676,NCOA1,14.75,15.31,9.75,7.14,14.87,4.93,8.44,9.8,12.5
ENSG00000084693,AGBL5,5.23,6.1,7.3,6.2,5.12,3.11,6.28,4.99,5.05
ENSG00000084710,EFR3B,6.55,7.29,3.26,5.39,14.13,1.69,6.38,8.34,6.49
ENSG00000084731,KIF3C,77.27,19.8,67.54,65.53,97.33,5.9,29.83,22.54,49
ENSG00000084733,RAB10,55.42,37.5,62.41,60.11,30.54,11.4,34.24,30.09,45.97
ENSG00000084734,GCKR,0.16,0.28,0.03,0.04,0.07,0.05,0.44,0.21,0
ENSG00000084754,HADHA,13.88,31.87,15.55,22.54,13.56,18.36,31.1,28.46,17.48
ENSG00000084764,MAPRE3,66.75,31.07,70.06,70.57,64.56,14.79,45.37,46.66,52.31
ENSG00000084774,CAD,0.89,3.7,1.13,1.28,1.94,1.02,1.67,2.03,1.24
ENSG00000085063,CD59,28.74,40.54,21.38,37.96,28.48,25.35,61.04,39.56,41.72
ENSG00000085117,CD82,3.5,11.85,4.25,4.43,7.82,12.09,10.02,10.79,5.16
ENSG00000085185,BCORL1,1.69,2.13,1.42,1.08,2.35,0.79,1.18,1.83,1.23
ENSG00000085224,ATRX,12.2,9.06,10.67,9.77,12.88,4.49,5.9,8.74,10.05
ENSG00000085231,AK6,17.03,8.13,22.38,18.04,11.31,3.73,10.3,6.84,14.77
ENSG00000085265,FCN1,0,0.23,0,0.02,0.06,0.45,0.12,0.05,0
ENSG00000085274,MYNN,3.74,2.05,4.44,4.67,2.91,0.61,2.14,1.63,3.39
ENSG00000085276,MECOM,0.4,2.15,0.58,0.4,0.75,0.35,1.32,1.29,0.55
ENSG00000085365,SCAMP1,30.06,8.37,35.19,27.61,21.07,2.23,10.9,9.13,22.9
ENSG00000085377,PREP,14.25,6.55,14.39,12.99,13.61,1.26,8.41,4.41,9.99
ENSG00000085382,HACE1,2.4,1.72,1.39,1.89,3.02,0.58,1.19,1.83,2.69
ENSG00000085415,SEH1L,22.22,5.66,20.84,26.68,15.49,2.43,9.52,6.36,18.74
ENSG00000085433,WDR47,62.54,12.94,59.49,51.86,49.06,1.98,16.46,11.24,42.35
ENSG00000085449,WDFY1,6.59,6.98,9.83,5.89,8.32,2.03,4.89,5.18,6.61
ENSG00000085465,OVGP1,0.01,1.37,0.18,0.71,0.39,0.22,1.01,0.75,0.37
ENSG00000085491,SLC25A24,1.86,1.53,1.94,2.16,1.63,0.49,1.99,1.46,1.59
ENSG00000085511,MAP3K4,2.49,3.51,2.35,1.69,4.11,0.81,1.84,3,2.78
ENSG00000085514,PILRA,0.83,4.12,0.43,0.91,1.34,0.88,2.31,3.82,1.5
ENSG00000085552,IGSF9,0,0.21,0.05,0.02,0.04,0.07,0,0.05,0
ENSG00000085563,ABCB1,3.92,16.2,3.03,7.42,6.24,3.11,8.81,12.34,4.83
ENSG00000085644,ZNF213,6.71,7.74,9.42,5.93,8.2,3.02,5.33,5.52,4.99
ENSG00000085662,AKR1B1,17.32,12.51,23.87,21.13,18.13,8.34,16.24,11.5,15.85
ENSG00000085719,CPNE3,4.72,11.33,5.97,7.97,4.65,2.9,8.15,7.93,7.94
ENSG00000085721,RRN3,10.2,5.96,8.11,9.24,4.75,1.66,4.45,5.16,7.51
ENSG00000085733,CTTN,7.91,14.69,6.26,7.65,11.47,6.54,12.29,14.46,9.03
ENSG00000085741,WNT11,0.46,0.42,1.43,0.68,0.31,0.13,0,0.21,0.01
ENSG00000085760,MTIF2,4.7,3.63,2.31,5.77,3.98,1.24,3.39,3.76,4.64
ENSG00000085788,DDHD2,12.06,5.69,8.08,8.71,14.01,1.58,5.68,5.2,10.67
ENSG00000085831,TTC39A,0.42,0.07,0.41,0.17,0.25,0.07,0.21,0.09,0.6
ENSG00000085832,EPS15,34.6,16.89,38.1,53.33,37.75,4.48,20.65,13.72,30.54
ENSG00000085840,ORC1,0,0.3,0,0.1,0.04,0,0.56,0.1,0
ENSG00000085871,MGST2,1.71,2.79,2.08,2.07,2,1.97,2.71,2.76,2.24
ENSG00000085872,CHERP,7.71,9.28,8.56,4.18,8.89,2.33,5.23,7.89,5.14
ENSG00000085978,ATG16L1,6.28,3.72,4.88,6.34,7.8,0.62,2.89,2.51,5.31
ENSG00000085982,USP40,0.36,3.12,0.25,0.75,0.88,0.89,2.35,2.99,1.5
ENSG00000085998,POMGNT1,9.79,16.81,14.19,10.06,16.37,7.2,14.91,12.66,10.84
ENSG00000085999,RAD54L,0,1.24,0.58,0.63,0.47,0.42,0.8,0.95,0.54
ENSG00000086015,MAST2,5.3,7.31,7.07,6.28,9.07,1.61,4.4,4.97,3.34
ENSG00000086061,DNAJA1,133.91,32.85,132.91,168.65,86.58,15.04,67.99,43.53,95.2
ENSG00000086062,B4GALT1,0.55,4.25,0.98,0.81,1.41,1.97,2.47,2.14,1.18
ENSG00000086065,CHMP5,37.84,13.41,59.19,41.97,24.65,9.93,29.08,15.7,36.3
ENSG00000086102,NFX1,4.05,4.08,3.17,5.8,5.77,1.37,3.9,3.54,3.65
ENSG00000086159,AQP6,0.38,1.04,0.47,0.3,0.26,0.91,1.41,0.77,0.58
ENSG00000086189,DIMT1,11.39,7.35,14.87,8.02,7.81,4.29,5.7,7.89,9.2
ENSG00000086200,IPO11,3.34,2.23,2.75,4.19,2.97,0.79,2.26,1.93,3.28
ENSG00000086205,FOLH1,2.3,0.03,0.09,1.59,3.96,1.47,1.5,4.61,3.67
ENSG00000086232,EIF2AK1,17.28,18.16,15.97,19.91,18.16,4.55,17.45,14.56,17.85
ENSG00000086288,NME8,0.22,0,0.02,0,0,0,0.27,0,0.09
ENSG00000086289,EPDR1,22.89,9.85,12.28,16.29,27.34,2.47,16.28,9.37,26.05
ENSG00000086300,SNX10,33.2,7.98,47.2,47.12,31.46,1.14,13.12,7.35,31.87
ENSG00000086475,SEPHS1,6.14,12.77,13.52,7.66,7.39,3.72,8.03,8.86,6.27
ENSG00000086504,MRPL28,25.1,19.13,44.91,33.79,26.49,15.9,29.62,20.2,21.56
ENSG00000086506,HBQ1,7.09,5.67,30.63,8.89,7.22,4.78,8.02,5.7,4.19
ENSG00000086544,ITPKC,2.81,3.53,3.46,2.28,4.52,3.03,3.06,3.59,2.33
ENSG00000086548,CEACAM6,0.32,0,0,0,0.03,0,0,0,0
ENSG00000086570,FAT2,0.4,0.12,0.12,0.11,0.26,0.04,0,0.08,0.75
ENSG00000086589,RBM22,11.46,11.62,12.36,10.89,11.46,3.5,8.26,9.08,10.59
ENSG00000086598,TMED2,33.72,16.95,38.09,44.57,24.06,8.36,22.79,16.65,30.43
ENSG00000086619,ERO1B,2.75,2.48,2.39,3.16,2.23,1.36,2.07,2.01,2.54
ENSG00000086666,ZFAND6,6.94,5.04,9.27,7.45,5.24,2.75,6.86,5.06,7.18
ENSG00000086696,HSD17B2,0.33,0,0.15,0.06,0,0.06,0.14,0.04,0.31
ENSG00000086712,TXLNG,2.19,2.88,1.25,2.52,2.78,0.67,2.19,2.66,2.92
ENSG00000086717,PPEF1,6.86,2.12,13.43,17.38,8.21,0.29,3.78,1.76,4.21
ENSG00000086730,LAT2,0.54,0.97,0.29,0.34,1.78,0.29,0.43,0.85,0.52
ENSG00000086758,HUWE1,8.79,11.86,5.56,5.81,14.37,2.86,7.81,9.84,10.38
ENSG00000086827,ZW10,3.12,2.32,2.61,3.99,2.44,0.47,2.57,2.06,3.31
ENSG00000086848,ALG9,2.46,2.67,1.81,2.41,3.12,1.31,1.84,2.51,2.5
ENSG00000086967,MYBPC2,0,0.49,0.64,0.28,0.15,0.01,0.28,0.1,0
ENSG00000086991,NOX4,0.09,0.15,0.05,0.01,0.02,0.03,0,0.03,0.09
ENSG00000087008,ACOX3,2.5,4.42,3.18,2.44,3.76,1.1,2.85,2.64,2.08
ENSG00000087053,MTMR2,9.8,3.68,7.12,11.68,7.42,1.4,5.27,4,8.42
ENSG00000087074,PPP1R15A,20.32,11.81,15.48,54.82,16.13,6.6,14.64,10.44,14.11
ENSG00000087076,HSD17B14,5.09,17.46,12.51,8.66,5.55,24.73,18.35,21.68,8.72
ENSG00000087077,TRIP6,1.77,10.26,3.36,2.91,3.19,8.37,8.82,9.05,4.04
ENSG00000087085,ACHE,7.84,3.92,9.38,3.48,5.89,0.82,3.3,2.96,6.3
ENSG00000087086,FTL,612.73,754.7,1168.97,847.03,586.76,951.83,1576.9,744.23,860.33
ENSG00000087087,SRRT,9.17,11.77,10.55,10.85,10.88,5,9.31,17.14,7.92
ENSG00000087088,BAX,4.34,5.68,6.88,2.78,4.89,4.12,4.54,5.15,3.04
ENSG00000087095,NLK,30.71,7.94,20.82,26.44,37.82,4.5,19.14,12.33,23.96
ENSG00000087111,PIGS,7.43,10.64,9.1,7.15,10.4,2.72,9.85,7.72,7.81
ENSG00000087116,ADAMTS2,0.15,0.63,0.39,0.22,0.34,0.15,0,0.15,0.19
ENSG00000087128,TMPRSS11E,0.04,0,0,0.02,0.02,0,0,0,0.08
ENSG00000087152,ATXN7L3,56.56,25.2,59.86,50.34,54.9,12.17,47.87,27.6,41.76
ENSG00000087157,PGS1,8.12,8.47,10.54,5.5,11.65,2.79,7.67,7.65,6.75
ENSG00000087191,PSMC5,71.22,61.1,63.94,79.3,69.98,39.16,74.38,73.28,65.56
ENSG00000087206,UIMC1,2.63,3.23,2.19,2.89,1.89,1.05,2.04,3.15,2.27
ENSG00000087237,CETP,1.16,7.25,1.23,2.3,1.33,3.23,2.46,3.59,1.24
ENSG00000087245,MMP2,2.47,13.92,3.35,3.05,4.68,1.75,3.69,5.27,2.72
ENSG00000087250,MT3,292.5,1122.86,638.9,454.93,405.16,1177.33,1551.83,890.56,675.36
ENSG00000087253,LPCAT2,1.44,1.22,1.4,1.38,2.04,0.48,0.91,1.35,1.75
ENSG00000087258,GNAO1,106.56,68.63,108.32,113.84,113.11,42.13,54.66,66.27,79.02
ENSG00000087263,OGFOD1,9.79,7.17,8.12,10.73,9.12,2.27,6.53,7.5,8.78
ENSG00000087266,SH3BP2,0.49,10.55,2.86,1.49,1.54,5.5,6,7.04,1.18
ENSG00000087269,NOP14,2.8,3.86,2.01,3.33,4.73,2.17,3.25,4.63,3.19
ENSG00000087274,ADD1,20.92,33.15,19.25,20.67,25.18,9.27,26.94,26.48,21.45
ENSG00000087299,L2HGDH,1.08,1.86,1.2,0.8,2.16,0.69,1.42,1.33,1.45
ENSG00000087301,TXNDC16,6.74,4.08,6.84,5.65,7.01,0.74,2.9,2.98,5.58
ENSG00000087302,C14orf166,11.74,10.97,11.71,11.7,11.26,6.63,11.56,10.21,11.45
ENSG00000087303,NID2,0.74,5.59,1.36,1.05,1.41,0.2,1.45,1.61,1.04
ENSG00000087338,GMCL1,1.35,1.7,1.22,1.37,1.65,0.7,1.65,1.53,1.86
ENSG00000087365,SF3B2,15.57,15.47,15.92,17.41,14.69,4.97,11.64,15.42,12.7
ENSG00000087448,KLHL42,11.03,5.8,13.9,10.25,11.75,2.13,4.17,5.19,9.81
ENSG00000087460,GNAS,112.75,143.88,147.34,122.01,126.64,24.74,129.76,86.2,99.16
ENSG00000087470,DNM1L,23.11,11.83,24.22,25.5,23.93,2.55,11.44,9,19.33
ENSG00000087494,PTHLH,2.67,1.17,3.31,3.03,4.09,0.14,1.35,0.84,2.78
ENSG00000087495,PHACTR3,14.08,17.78,14.74,15.11,13.95,9.05,17.35,16.76,13.26
ENSG00000087502,ERGIC2,5.64,4.21,6.66,7.88,5.2,1.65,4.13,3.96,5.6
ENSG00000087510,TFAP2C,0,0.66,0.17,0.06,0.09,0.08,0,0.32,0
ENSG00000087586,AURKA,0,0.96,0.11,0.47,0.5,0.11,0.36,0.49,0.51
ENSG00000087589,CASS4,0.17,0.51,0.04,0.23,0.32,0.04,0.13,0.22,0.25
ENSG00000087842,PIR,1.84,3.18,3.18,2.49,1.44,3.56,6.6,5.16,3.98
ENSG00000087884,AAMDC,1.52,4.36,1.45,1.8,2.13,5.83,5.3,5.17,2.43
ENSG00000087903,RFX2,0.2,3.03,0.88,0.44,0.86,1.47,2.96,2.74,1.39
ENSG00000087995,METTL2A,3.46,3.64,3.97,4.04,4.98,2.56,4.19,3.72,3.28
ENSG00000088002,SULT2B1,0.12,0.57,0.11,0.09,0.14,0.25,0.48,0.62,0.55
ENSG00000088035,ALG6,0.9,1.39,1.23,1.25,1,0.55,1.06,1.08,1.05
ENSG00000088038,CNOT3,2.94,5.68,3.68,2.39,4.86,1.21,3.63,4.5,2.53
ENSG00000088053,GP6,0.21,0.39,0.04,0.09,0.18,0.02,0.44,0.24,0.39
ENSG00000088179,PTPN4,4.68,2.76,3.38,4.48,6.83,0.74,1.8,2.45,5.56
ENSG00000088205,DDX18,4.53,3.1,4.49,5.22,4,1.76,2.9,3.32,4.02
ENSG00000088247,KHSRP,18.54,26.15,21.22,19.7,20.58,9.16,15.96,24.3,15.55
ENSG00000088256,GNA11,16.96,18.23,22,19.86,23.3,9.85,16.03,15.14,12.17
ENSG00000088280,ASAP3,0.85,8.3,1.38,2.08,2.18,2.78,5.4,6.14,2.6
ENSG00000088298,EDEM2,2.43,5.56,2.87,2.58,3.98,2.79,5.66,4.43,3.49
ENSG00000088305,DNMT3B,0,0.7,0.14,0.02,0.17,0.15,0.64,0.41,0.29
ENSG00000088320,REM1,0.41,0.35,0.25,0.05,0.38,0.58,0.85,1.06,0.62
ENSG00000088325,TPX2,0,2.05,1.88,1.77,1.61,0.16,0.92,0.85,0.84
ENSG00000088356,PDRG1,16.96,13.25,30.15,17.04,17.93,6.61,15.68,11.65,12.74
ENSG00000088367,EPB41L1,33.72,15.06,20.7,23.19,41.51,3.68,20.73,15.58,28.62
ENSG00000088386,SLC15A1,0,0,0,0,0.01,0,0.37666975,0,0
ENSG00000088387,DOCK9,12.62,7.68,10.9,9.48,17.52,2.48,4.31,7.52,9.8
ENSG00000088448,ANKRD10,3.62,10.7,4.08,4.44,4.81,3.63,6.77,6.63,5.31
ENSG00000088451,TGDS,1.11,1.4,1.36,1.33,1.16,0.68,1.92,1.44,1.38
ENSG00000088538,DOCK3,21.79,8.19,18.43,10.22,36.91,2.71,9.46,9,18.01
ENSG00000088543,C3orf18,8.04,9.04,10.37,9.82,9.1,3.8,11.82,7.78,7.91
ENSG00000088682,COQ9,16.36,43.88,21.83,19.78,24.27,17.07,39.91,30.18,20.76
ENSG00000088726,TMEM40,0.26,0,0.03,0.01,0.01,0,0,0,0
ENSG00000088727,KIF9,1.69,1.32,1.31,2.05,1.6,0.72,0.95,1.21,1.45
ENSG00000088756,ARHGAP28,0,0.18,0.2,0.3,0.37,0.03,0.36,0.19,0.4
ENSG00000088766,CRLS1,5.97,6.47,8.45,5.68,5.17,2.15,4.81,5.07,5.38
ENSG00000088782,DEFB127,0,0,0,0,0,0,0.800278,0,0
ENSG00000088808,PPP1R13B,5,3.62,3.9,3.23,6,2.26,4.81,4.44,4.19
ENSG00000088812,ATRN,14.19,13.33,10.56,8.96,23.94,2.71,6.97,11.19,13.36
ENSG00000088826,SMOX,6.64,25.76,10.97,10.64,7.54,27.12,32.6,24.81,10.75
ENSG00000088827,SIGLEC1,0.3,0.6,0.05,0.17,0.64,0.1,0.01,0.46,0.1
ENSG00000088832,FKBP1A,74.53,53.77,63.95,82.5,68.03,18.53,53.16,41.97,76.82
ENSG00000088833,NSFL1C,13.02,8.46,14.59,15.79,11.33,4.75,12.32,9.05,11.39
ENSG00000088836,SLC4A11,0.14,0.56,0.09,0.09,0.19,0.22,0.1,0.62,0.4
ENSG00000088854,C20orf194,6.12,12.07,5.47,4.82,8.46,2.23,8.26,10.18,7.93
ENSG00000088876,ZNF343,1,2.04,0.89,1.42,1.27,0.5,0.99,1.37,0.79
ENSG00000088881,EBF4,5.54,14.01,8.53,4.42,3.77,7.61,6.89,8.75,2.89
ENSG00000088882,CPXM1,0.35,6.7,2.5,1.98,1.66,0.57,0.74,1.95,0.8
ENSG00000088888,MAVS,0.66,7.08,0.92,0.77,3.08,3.5,4.83,4.83,1.73
ENSG00000088899,RP5-1187M17.10,30.47,16.18,31.51,22.28,30.79,5.03,30.28,15.86,26.16
ENSG00000088926,F11,0,0,0,0.05,0.02,0,0.33831425,0.04,0
ENSG00000088930,XRN2,10.96,9.04,10.22,10.68,9.62,2.71,8.02,7.21,9.16
ENSG00000088970,KIZ,1.97,2.46,1.54,2.47,2.6,1.28,3.41,2.48,2.9
ENSG00000088986,DYNLL1,92.12,47.05,126.14,137.69,87.84,28.32,90,51.23,96.78
ENSG00000088992,TESC,10.95,4.52,8.47,6.6,8.5,4.53,8.87,6.02,10.7
ENSG00000089006,SNX5,4.42,12.65,5.52,5.85,4.75,6.72,10.51,11.25,5.9
ENSG00000089009,RPL6,14.12,11.58,16.99,15.9,8.77,6.43,12.06,6.11,11.19
ENSG00000089012,SIRPG,0.19,0.01,0.09,0.04,0.05,0.04,0,0.03,0.11
ENSG00000089022,MAPKAPK5,3.47,4.01,3.95,4.01,5,1.29,2.96,3.06,3.36
ENSG00000089041,P2RX7,1.46,3.28,0.33,1.04,4.36,2.63,2.41,5.26,2.91
ENSG00000089048,ESF1,3.66,4.69,3.29,4.24,3.03,2.52,3.62,6.18,3.99
ENSG00000089050,RBBP9,3.74,7.11,4.67,3.92,3.72,1.98,4.29,4.43,4.33
ENSG00000089053,ANAPC5,7.43,5.64,9.64,8.37,8.88,2.47,7.45,5.88,7.41
ENSG00000089057,SLC23A2,19.14,31.05,19.51,11.66,35.58,4.47,15.82,18.36,20.02
ENSG00000089060,SLC8B1,0.66,2,0.92,0.68,0.87,1.06,2.22,2.07,1.02
ENSG00000089063,TMEM230,28.34,18.58,30.08,42.79,27.71,13.47,29.84,24.47,35.63
ENSG00000089091,DZANK1,1.26,0.79,1.03,0.93,1.27,0.16,0.55,0.62,1.15
ENSG00000089094,KDM2B,1.99,2.36,2.95,1.34,2.4,0.45,0.87,1.61,1.39
ENSG00000089101,CFAP61,0.32,0.06,0.28,0.21,0.16,0.02,0,0.02,0.53
ENSG00000089116,LHX5,0,0.04,0,0,0,0,0.29,0.02,0
ENSG00000089123,TASP1,3.47,1.6,3.43,3.4,4.16,0.62,1.99,1.71,2.69
ENSG00000089127,OAS1,1.03,1.46,0.6,0.64,1.79,0.31,7.1,1.42,1.31
ENSG00000089154,GCN1,3.45,7.25,3.98,5.75,7.01,1.88,4.84,5.6,3.78
ENSG00000089157,RPLP0,32.97,37.29,71.29,33.38,21.3,16.7,36.69,20.17,22.81
ENSG00000089159,PXN,0.89,6.94,1.54,1.25,1.84,4.96,5.53,5.24,2.07
ENSG00000089163,SIRT4,1.53,1.35,2.55,3.67,1.26,0.39,1.94,1.38,1.48
ENSG00000089169,RPH3A,31.61,7.68,12.06,43.38,52.71,5.68,27.2,20.15,26.06
ENSG00000089177,KIF16B,1.67,2.27,1.43,2.06,1.8,0.49,2.89,2.93,1.8
ENSG00000089195,TRMT6,3.22,1.92,3.05,3.59,3.34,0.91,2.18,2.12,3.3
ENSG00000089199,CHGB,51.68,12.72,55.01,33.01,52.89,1.6,4.66,18.25,35.6
ENSG00000089220,PEBP1,328.53,316.44,414,438.38,341.5,209.88,396.42,319.83,341.55
ENSG00000089225,TBX5,0.32,0,0,0,0,0,0,0.01,0.19
ENSG00000089234,BRAP,4.1,3.32,3.71,4.78,4.51,0.88,3.47,3.91,3.88
ENSG00000089248,ERP29,20.47,14.48,20.77,22.31,18.69,12.52,20.27,17.13,15.74
ENSG00000089250,NOS1,1.44,0.58,0.61,0.43,2.04,0.54,1.02,1.58,1.63
ENSG00000089280,FUS,62.93,62.68,57.4,55.08,53.86,32.64,45.75,71.34,43.49
ENSG00000089289,IGBP1,20.94,11.58,22.15,23.17,15.79,5.14,14.8,9.99,17.15
ENSG00000089327,FXYD5,1.02,3.11,1.16,1.1,1.5,3.25,3.57,3.55,1.53
ENSG00000089335,ZNF302,6.59,6.9,7.05,4.24,4.74,4.86,5.16,5.79,5.59
ENSG00000089351,GRAMD1A,16.78,18.65,37.57,12.83,16.93,5.78,9.76,12.59,8.01
ENSG00000089356,FXYD3,0.25,1.18,0.19,0.38,0.17,0.61,1.15,0.65,0.4
ENSG00000089472,HEPH,1.55,8.95,2.26,1.75,1.42,3.55,8.65,9.23,2.8
ENSG00000089486,CDIP1,53.51,57.34,41.91,49.96,58.36,30.93,72.27,46.36,51.97
ENSG00000089505,CMTM1,0.96,1.58,0.94,0.95,1.03,0.44,0.23,0.96,0.62
ENSG00000089558,KCNH4,1.91,2.46,1.32,2.55,3.03,0.47,1.64,1.72,1.38
ENSG00000089597,GANAB,23.02,32.93,25.96,33.26,38.64,8.93,28.49,23.03,22.72
ENSG00000089639,GMIP,1.98,2.45,4.01,1.74,2.81,0.63,0.67,1.66,0.37
ENSG00000089682,RBM41,0.67,0.93,0.27,0.46,1.24,0.26,0.86,0.59,0.89
ENSG00000089685,BIRC5,0,1.32,1.01,0.4,0.39,0.04,0,0.17,0.01
ENSG00000089692,LAG3,0.01,0.06,0.15,0.23,0.04,0.03,0.25,0.13,0.05
ENSG00000089693,MLF2,78.99,61.23,100.26,93.46,80.01,27.51,75.07,49.49,68.98
ENSG00000089723,OTUB2,2.66,0.72,2.82,1.76,3.7,0.24,0,1.08,1.74
ENSG00000089737,DDX24,34.67,16.85,22.79,39.9,37.58,5.34,21.62,15.84,31.68
ENSG00000089775,ZBTB25,1.24,2.43,1.59,1.42,2.1,0.96,2,2.01,1.93
ENSG00000089818,NECAP1,48.16,13.01,60.52,48.49,37.47,1.99,15.29,8.49,39.95
ENSG00000089820,ARHGAP4,2.49,4.07,3.86,2.69,4.64,2.29,3.71,3.45,2.64
ENSG00000089847,ANKRD24,9.59,10.04,6.33,8.12,11.86,4.58,11.56,16.32,5.37
ENSG00000089876,DHX32,3.28,5.99,4.8,3.43,3.96,1.86,4.63,5.42,3.72
ENSG00000089902,RCOR1,1.75,3.24,1.8,1.19,2.42,0.57,1.6,1.77,1.91
ENSG00000089916,GPATCH2L,0.8,1.26,0.47,0.58,1.43,0.3,1,0.71,0.48
ENSG00000090006,LTBP4,4.83,8.23,7.61,5.58,8,6.53,5.82,7.56,3.52
ENSG00000090013,BLVRB,17.9,22.25,39.16,21.92,19.47,20.38,31.24,17.31,17.46
ENSG00000090020,SLC9A1,4.74,5.25,4.02,1.47,6.83,2.55,5.43,4.04,4
ENSG00000090054,SPTLC1,10.84,9.06,13.02,12.46,9.85,3.15,8.8,9.46,11.38
ENSG00000090060,PAPOLA,7.44,6.77,6.81,8.47,6.53,2.17,6.29,5.95,7.49
ENSG00000090061,CCNK,2.75,5.37,3.11,4.01,3,2.59,4.39,6.07,3.31
ENSG00000090097,PCBP4,9.36,27.79,18.45,8.99,14.15,19.36,21.26,21.78,8.62
ENSG00000090104,RGS1,0,1.02,0.05,0.17,0.19,0.41,6.58,1.13,3.77
ENSG00000090238,YPEL3,56.72,62.07,61.31,40.62,70.4,36.4,80.53,75.73,46.23
ENSG00000090263,MRPS33,13.8,6.14,16.3,18.74,13.17,4.89,12.12,7.83,15.73
ENSG00000090266,NDUFB2,25.47,19.91,39.68,33.3,25.31,22.84,36.3,18.16,27.98
ENSG00000090273,NUDC,25.5,15.04,32.2,28.48,23.91,14.32,28.05,28.8,20.35
ENSG00000090316,MAEA,4.41,3.16,5.14,4.9,4.45,1.2,3.45,3.35,3.89
ENSG00000090339,ICAM1,0.28,2.53,0.9,0.96,1.28,1.59,2.45,1.99,1.02
ENSG00000090372,STRN4,35.73,36.73,54.93,40.87,40.65,10.51,32.08,31.57,23.74
ENSG00000090376,IRAK3,0,1.12,0.24,0.45,0.32,0.52,0.48,0.55,0.24
ENSG00000090382,LYZ,0.09,1.05,0.74,0.59,0.99,3.1,1.77,0.95,0.61
ENSG00000090402,SI,0.076706,0,0,0.03,0.01,0,0.01,0,0.076706
ENSG00000090432,MUL1,10.3,12.95,12.02,8.13,13.43,4.99,11.19,9.47,8.97
ENSG00000090447,TFAP4,0.77,1.13,0.99,1.15,1,0.44,1.06,1.59,1.15
ENSG00000090470,PDCD7,5.77,5.88,5.93,6.46,6.39,3.23,6.28,7.1,5.62
ENSG00000090487,SPG21,8.55,9.38,8.04,9.32,5.87,4.03,9.33,8.35,10.42
ENSG00000090512,FETUB,0.24,0.09,0.03,0,0,0.04,0,0,0.18
ENSG00000090520,DNAJB11,9.3,5.66,8.4,13.21,7.48,6.04,7.57,9.61,7.42
ENSG00000090530,P3H2,0.65,0.75,0.49,0.29,0.67,0.13,0,0.49,0.44
ENSG00000090534,THPO,0.73,1.75,0.34,0.61,1.01,0.5,1.28,1.04,0.69
ENSG00000090539,CHRD,4.02,5.68,6.69,3.35,5.94,1.5,6.15,4.28,2.97
ENSG00000090554,FLT3LG,0.52,2.88,1.17,0.73,1.12,1.72,3.35,2.61,1.1
ENSG00000090565,RAB11FIP3,13.74,15.45,14.96,12.79,17.03,8.41,18.36,16.5,11.28
ENSG00000090581,GNPTG,13.78,25.75,22.93,21.59,17.81,16.61,25.98,25.46,16.31
ENSG00000090612,ZNF268,1.81,2.44,1.8,1.24,2.08,1.17,1.56,1.58,1.98
